observable_key,component,parameter,fit_of_finite_mean,bootstrap_mean,bootstrap_median,bootstrap_std,ci_low,ci_high,confidence,fit_degree,central_slope,central_r_squared,bootstrap_repetitions,qubits,inverse_qubits,finite_size_means
bootstrap_structure_factor_pi_over_2,,0,-0.00013976819707,-0.00013976819707,-0.000710027881085,0.0265853405662,-0.0524025246283,0.0497150204461,0.95,1,-0.16541736903,0.0191278632225,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,-0.00613915;-0.00913822;-0.00711205;-0.0370154375;0.015053;0.00411174999997
bootstrap_structure_factor_pi_over_2,,0.142857149243,0.0348684698884,0.0348684698884,0.0354262546468,0.0278462268734,-0.0211048489777,0.0905780552974,0.95,1,-0.403600951126,0.0877361436494,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.00425974;0.0177949;0.01342075;0.057089125;0.01779;0.00272079999997
bootstrap_structure_factor_pi_over_2,,0.285714298487,0.375621806235,0.375621806235,0.373540971747,0.0471366675478,0.279935154424,0.469372686942,0.95,1,0.629646446374,0.106045112459,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.416562625;0.3874645;0.43508275;0.3923821275;0.35563902;0.4165781004
bootstrap_structure_factor_pi_over_2,,0.428571462631,0.571618005998,0.571618005998,0.571682626394,0.0421637885894,0.491962972723,0.650159889591,0.95,1,-0.144236325784,0.0147879367336,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.571213;0.5718448;0.533539;0.573832325;0.56172325;0.5831993695
bootstrap_structure_factor_pi_over_2,,0.571428596973,0.691214179902,0.691214179902,0.689861022305,0.0456211756533,0.604788396143,0.787333082714,0.95,1,0.524557343274,0.246915459349,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.714358;0.7238719;0.71838384;0.727542109375;0.7013367;0.686739175
bootstrap_structure_factor_pi_over_2,,0.714285731316,0.799734066775,0.799734066775,0.799668192379,0.0441167558587,0.714474406366,0.887611512546,0.95,1,0.377281282983,0.345240239217,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.820774;0.8190703;0.81985375;0.80793205625;0.8219409;0.7986997
bootstrap_structure_factor_pi_over_2,,0.857142925262,0.874844994458,0.874844994458,0.875910641357,0.0447179184862,0.784136428964,0.965483325776,0.95,1,-0.203021947714,0.0508912262155,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.8563753625;0.865900032;0.885121;0.851222125;0.8628555;0.8792372472
bootstrap_structure_factor_pi_over_2,,0.999999940395,0.915022885004,0.915022885004,0.914562424721,0.0464478613218,0.824373481877,1.00782871375,0.95,1,0.50237490448,0.0929647972498,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.9527815;0.9372264349;0.94004875;0.89904475;0.9160646;0.9646341864
bootstrap_structure_factor_pi_over_2,,1.14285707474,0.945278243904,0.945278243904,0.944596830855,0.0472408560276,0.856696982667,1.03629787609,0.95,1,0.0959400874259,0.0138034674027,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.95469715625;0.9413848;0.95988775;0.9400374375;0.934817;0.9636977155
bootstrap_structure_factor_pi_over_2,,1.28571426868,0.995134730556,0.995134730556,0.995082232745,0.0457231205144,0.907144416085,1.08114782766,0.95,1,-0.0978345974438,0.00340257563402,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,0.982057375;1.0126729;0.988255;0.953101;0.989061;1.02235745075
bootstrap_structure_factor_pi_over_2,,1.42857146263,1.00017122206,1.00017122206,1.000237441,0.0447112294708,0.912884132777,1.08397681598,0.95,1,0.235422271226,0.0787803009196,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,1.00990675;1.02064738944;1.01526325;0.99297775;0.996615;1.02169347
bootstrap_structure_factor_pi_over_2,,1.57142853737,0.983845608734,0.983845608734,0.986277836803,0.0468144619806,0.891757172981,1.06927493958,0.95,1,0.526656402697,0.25617562521,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,1.0235189825;1.01622412416;0.9840265;0.9938850625;0.99786;1.0130056125
bootstrap_structure_factor_pi_over_2,,1.71428573132,1.01722297918,1.01722297918,1.01933704693,0.0457709744438,0.925511812035,1.10635876592,0.95,1,0.0939067160534,0.0133654703491,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,1.028970845;1.024525;1.0077625;1.01350941562;1.012206825;1.0387313475
bootstrap_structure_factor_pi_over_2,,1.85714280605,1.03244582083,1.03244582083,1.03127260037,0.0473245288189,0.942231259572,1.12237156032,0.95,1,0.0618029863713,0.00254286468129,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,1.030567375;1.0554004;1.016545;1.048322125;1.0123675;1.046193653
bootstrap_structure_factor_pi_over_2,,2,1.0545858397,1.0545858397,1.05417969935,0.0454268751268,0.967559895678,1.14464683462,0.95,1,0.233252039982,0.0504260926831,1000,16;20;24;32;36;40,0.0625;0.05;0.0416666666667;0.03125;0.0277777777778;0.025,1.069514875;1.080887424;1.03747975;1.07376019375;1.05878644;1.0626456955
